Timestamp,Email Address,Student ID,Full Name,Major(s),Minor(s),Graduation Year,Pronouns,Gender,Race & Ethnicity,Resume,Other Links (optional),Role,"What is important to you? Tell us about a problem you see in the world (big or small), what actions you’ve taken to make a positive impact, and what you learned.",Community is a core pillar of CTC. Tell us about a community you felt like you truly belonged to. What aspects do you hope to bring into the CTC family?,Write a short thank-you note acknowledging someone who has taught you something valuable and why it mattered (not a family member).,"Please briefly describe any relevant technical or group work experiences—it does not need to be extensive! For example, personal projects, internships, classes, or any technologies or projects that you’re excited about and would like to learn more about, etc.","At CTC, one of our favorite traditions is Lightning Talks, where a member gives a short presentation on an interest, passion, or hobby of theirs—some topics from last year were how to DJ, a self defense workshop, and all about Niki Zefanya. What would you give a lightning talk on and why?","Please list out any relevant classes you have taken so far or are taking at USC. Also, list out any planned commitments for the current school year and their estimated weekly time commitment."
8/6/2026 15:15:40,hugo.costa@usc.edu,9737918240,Hugo Costa,Computer Science,Spanish,2030,he/him/his,Female,Asian,https://drive.google.com/open?id=1Mc3hN9Uh2ADDSBwWdR067CBZGXInFkSu,,Developer,"I got interested in how hard it is to find mental health care through a job I took for the money and stayed in for other reasons. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I started a weekly pickup that routes leftovers to a shelter downtown. It taught me to make the first version much smaller than I wanted to.","A mutual aid group that started as a group chat is the honest answer, even though it is not the impressive one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. It was the first place where being confused out loud was normal. I would like to bring the part where the newest person is asked first.","Dear Coach Serrano,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Hugo","I built a parser for a niche scientific file format, now with eight regular bug reporters. Go for the service, Figma for the parts I should not have been trusted with. What surprised me was the maintenance cost; I had thought of shipping as the finish line. I would like to get properly good at databases rather than superstitious about them.",I would talk about why every restaurant menu is designed badly on purpose. I want an excuse to finally make the slides.,"ITP 259, EE 109, BUAD 304, CSCI 103; campus radio show ~2 hrs/week"
8/6/2026 15:48:57,levi.ibarra@usc.edu,1583790989,Levi Ibarra,Statistics,Design,2028,he/him/his,Male,Native Hawaiian or Other Pacific Islander,https://drive.google.com/open?id=16PiDWyDx23_GWPzbp5gtRxVZ7NcOqNOB,https://www.linkedin.com/in/leviibarra/,Developer,"I got interested in transit deserts near campus through a job I took for the money and stayed in for other reasons. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I interviewed fourteen people before I wrote a single line of code. I learned that a solution nobody adopts is worth less than no solution at all.","The community I belonged to was a community garden run entirely by retirees and me, and it took me a year to notice it had become one. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. The rule was that whoever knew the least got to ask first. What I would bring into CTC is that habit of making the entry cost low.","Dear Mr. Ferreira,

Thank you for teaching me how to disagree with someone without making it about them. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Levi","I built a scheduling tool for the volunteer tutoring programme I coordinate. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.","I would talk about how to read a subway map, and why almost every city gets it wrong. It is the only thing I can talk about for ten minutes with no notes.","CSCI 356, MATH 407, DSCI 351, CSCI 360, CSCI 104; another club board position ~5 hrs/week"
8/6/2026 16:22:41,camila.serrano@usc.edu,6191177105,Camila Serrano,Public Policy,Human-Centered Design,2029,he/him/his,Male,Hispanic or Latino,https://drive.google.com/open?id=1fi_O-orhw_6ywQuBnBfRbaO5P_lpDuMm,https://www.linkedin.com/in/camilaserrano/,Developer,"The problem I picked is the cost of textbooks, which sounds minor until you count how many hours it costs the people carrying it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I built a spreadsheet, then an actual tool, that matches donations to need. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. The thing I got wrong was optimising for the outcome I could measure instead of the one that mattered.","A Discord server for a game that died years ago taught me that belonging is built out of logistics more than sentiment. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. The rule was that whoever knew the least got to ask first. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Professor Bourdon,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I hope you are still doing it for whoever came after me.

— Camila","I built a parser for a niche scientific file format, now with eight regular bug reporters. TypeScript, a lot of SQL, and more shell scripting than I expected. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I want to get better at systems design and at reading other people's code quickly.",I would talk about the correct way to argue about tipping. Everyone thinks they already know this and nearly everyone is wrong. The best part is the bit where everyone realises they have been doing it wrong for years.,"CSCI 356, CSCI 201; campus radio show ~2 hrs/week; research assistantship ~8 hrs/week"
8/6/2026 18:18:04,diego.tanaka@usc.edu,3091760765,Diego Tanaka,Industrial and Systems Engineering,Mathematics,2027,she/her/hers,Male,White,https://drive.google.com/open?id=1mcZGEGZLktN8OXq0OPLfl7BE248F2N33,https://www.linkedin.com/in/diegotanaka/,Developer,"The problem I keep coming back to is how few girls stayed in my school's robotics club, mostly because I watched it up close. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I organised a workshop and eleven people came to the first one. What I learned was that the technical part was never the hard part.","The community I belonged to was a Discord server for a game that died years ago, and it took me a year to notice it had become one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. It was the first place where being confused out loud was normal. I would like to bring the part where the newest person is asked first.","Dear Professor Mansour,

Thank you for teaching me that I was allowed to start things without permission. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Diego","I built a scheduling tool for the volunteer tutoring programme I coordinate. TypeScript, a lot of SQL, and more shell scripting than I expected. The useful part was sitting with the people using it rather than asking them what they wanted in the abstract. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about why the QWERTY story you have heard is wrong. I want an excuse to finally make the slides.,"BUAD 304, MATH 226, WRIT 150, MATH 407, EE 109; campus radio show ~2 hrs/week"
8/6/2026 18:21:20,lucas.beltran@usc.edu,3778561877,Lucas Beltran,Psychology,Entrepreneurship,2028,he/him/his,Male,Hispanic or Latino,https://drive.google.com/open?id=1yUT39RPE7UFncysMhYXN3UtdyGQ0olsV,https://www.linkedin.com/in/lucasbeltran/,Product Manager,"I got interested in the way clinics schedule appointments through a job I took for the money and stayed in for other reasons. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I trained two other volunteers so it would survive me graduating. What I learned was that the technical part was never the hard part.","I found it in a Discord server for a game that died years ago, which is not where I expected to find it. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. We shared tools and, more importantly, shared credit. I would like to bring the part where the newest person is asked first.","Dear Mr. Hoffmann,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Lucas","I built a compiler for a small statically typed language, continued well past the course. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about an eight-minute history of the shipping container. I want an excuse to finally make the slides.,"ITP 259, PSYC 314, MATH 226, BUAD 304, CSCI 104; intramural volleyball ~3 hrs/week"
8/6/2026 19:35:05,devan.venkatesan@usc.edu,7800359523,Devan Venkatesan,Data Science,Philosophy,2028,she/her/hers,Female,White,https://drive.google.com/open?id=1GF5oSmds1uhlk8qorQJHOeOfMgkXoxeC,https://www.linkedin.com/in/devanvenkatesan/,Developer,Something I care about is how volunteer tutoring gets matched. It was a good experience overall.,The community I would pick is my high school's stage crew. I want to bring that to the CTC family.,"Dear Coach Petrova,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. It mattered to me.

— Devan",I built a scheduling tool for the volunteer tutoring programme I coordinate. I want to get better at systems design and at reading other people's code quickly.,I would talk about an eight-minute history of the shipping container. It is interesting.,"MATH 226, MATH 225; marching band ~10 hrs/week; campus radio show ~2 hrs/week"
8/6/2026 23:09:44,mei.hoffmann@usc.edu,2026883559,Mei Hoffmann,Music Industry,Occupational Science,2028,they/them/theirs,Male,Black or African American,https://drive.google.com/open?id=1DJL0RZHQPzi0kgn_Mmi1vCdseDgEgSfW,,Developer,"The problem I keep coming back to is how volunteer tutoring gets matched, mostly because I watched it up close. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I trained two other volunteers so it would survive me graduating. What I learned was that the technical part was never the hard part.","The community I belonged to was my high school's stage crew, and it took me a year to notice it had become one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. People stayed after to clean up without anyone organising it. What I would bring into CTC is that habit of making the entry cost low.","Dear Ms. Mabaso,

Thank you for teaching me that I should write the thing down before I believe I understand it. The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Mei","I built a compiler for a small statically typed language, continued well past the course. Java and C++ from coursework, Python and Django for anything I choose myself. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to learn how to scope a project so it can ship in a semester.",I would talk about an eight-minute history of the shipping container. It is the only thing I can talk about for ten minutes with no notes.,"MATH 407, CSCI 170, CSCI 360, CSCI 103; part-time job ~12 hrs/week; another club board position ~5 hrs/week"
8/7/2026 5:08:43,devan.lindgren@usc.edu,7216314685,Devan Lindgren,Biomedical Engineering,,2029,,Male,Native Hawaiian or Other Pacific Islander,https://drive.google.com/open?id=1zUe1so-YVrjHVKzcvjWFuOV3o5zay7Gg,https://www.linkedin.com/in/devanlindgren/,Developer,"I care about digital literacy for older adults, and I want to be precise about why rather than gesturing at it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I rebuilt their intake form so it stopped losing half the submissions. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","The community that shaped me most was a robotics team that met in a borrowed garage, mostly because it was bad at hierarchy. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. It was the first place where being confused out loud was normal. I would want to bring the norm that you can say you do not understand something in a room full of people nodding.","Dear Mr. Haddad,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. Thank you for it. I am still working out how to do the same for somebody else without being insufferable about it.

— Devan","I built a model predicting missed clinic appointments, so patients could be called the day before. Swift for the app, and a Raspberry Pi doing something it was not designed for. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I am keen to work on something with real users and real consequences for once.","I would talk about competitive dog agility, which I promise is a real sport. It changed how I look at a city and I want to inflict that on other people. I would need about three slides and one prop, and I already own the prop.","ITP 259, CSCI 356, CSCI 103, CSCI 270; TA office hours ~6 hrs/week"
8/7/2026 12:27:11,adaeze.halvorsen@usc.edu,1594942956,Adaeze Halvorsen,International Relations,Computer Programming,2028,she/her/hers,Female,Two or more races,https://drive.google.com/open?id=1dJuBEUW3I9oWdcLFPoAktbJuvuEf_yMW,https://www.linkedin.com/in/adaezehalvorsen/,Developer,The problem I would pick is e-waste from campus upgrades. I want to keep working on things like this.,The community I would pick is a debate circuit that travelled by van. I hope to bring that energy to CTC.,"Dear Coach Almeida,

Thank you for teaching me how to disagree with someone without making it about them. It mattered to me.

— Adaeze","I built an internship on a payments team, mostly writing migrations and tests. I want to learn how to scope a project so it can ship in a semester.",I would talk about what actually happens when you flush on an aeroplane. It is interesting.,"ITP 259, CSCI 270; part-time job ~12 hrs/week"
8/7/2026 14:12:18,chiara.farouk@usc.edu,6107838025,Chiara Farouk,Data Science,Human-Centered Design,2027,she/her/hers,Male,Native Hawaiian or Other Pacific Islander,https://drive.google.com/open?id=1xz1eH0TUHRWzmrX8Iqrztv4qrZ8XF0Wf,,Developer,"How few girls stayed in my school's robotics club is the problem I have actually done something about, so it is the one I will write about. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I started a weekly pickup that routes leftovers to a shelter downtown. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","My high school's stage crew taught me that belonging is built out of logistics more than sentiment. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. Nobody there cared what I was good at yet, only whether I showed up. The thing I would carry in is that we lowered the bar to enter and raised it to stay, and both mattered.","Dear Professor Halvorsen,

Thank you for teaching me how to disagree with someone without making it about them. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I have not told you any of this, so consider this the version I would say badly in person.

— Chiara","I built an inventory app for my family's restaurant, written in Django one summer. Mostly Python and Postgres, with enough React to be dangerous. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to learn how to scope a project so it can ship in a semester.",I would talk about how to sight-read music badly but confidently. It changed how I look at a city and I want to inflict that on other people. The best part is the bit where everyone realises they have been doing it wrong for years.,"EE 109, CSCI 170, ITP 259, MATH 225, DSCI 351; tutoring ~4 hrs/week"
8/7/2026 17:19:52,rahul.cabrera@usc.edu,7543693383,Rahul Cabrera,Computer Engineering and Computer Science,Applied Analytics,2030,she/her/hers,Female,White,https://drive.google.com/open?id=1oE3KK1GgNDMhHJS5yqBhDB-bAB74PI6U,,Developer,"The problem I keep coming back to is how few girls stayed in my school's robotics club, mostly because I watched it up close. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I started a weekly pickup that routes leftovers to a shelter downtown. It taught me to make the first version much smaller than I wanted to.","The community I belonged to was a robotics team that met in a borrowed garage, and it took me a year to notice it had become one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. We shared tools and, more importantly, shared credit. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Dr. Nair,

Thank you for teaching me how to disagree with someone without making it about them. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Rahul","I built a parser for a niche scientific file format, now with eight regular bug reporters. Java and C++ from coursework, Python and Django for anything I choose myself. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to learn how to scope a project so it can ship in a semester.",I would talk about how to sight-read music badly but confidently. I have given a version of this at a dinner table and it worked.,"CSCI 103, CSCI 356, CSCI 170, DSCI 351; tutoring ~4 hrs/week; intramural volleyball ~3 hrs/week"
8/7/2026 18:56:43,zainab.aziz@usc.edu,5910341303,Zainab Aziz,Cognitive Science,Music Recording,2028,she/her/hers,Male,Asian,https://drive.google.com/open?id=1hbqlBPKaEbOdrZbqjdIgyu98_kQdh9Qo,https://www.linkedin.com/in/zainabaziz/,Developer,"I did not expect to care about how hard it is to find mental health care, and then I spent a summer close to it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I organised a workshop and eleven people came to the first one. What I learned was that the technical part was never the hard part.","The community I belonged to was the kitchen of my family's restaurant, and it took me a year to notice it had become one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. It ran on a hundred small favours nobody kept score of. What I would bring into CTC is that habit of making the entry cost low.","Dear Dr. Sokolov,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Zainab","I built a compiler for a small statically typed language, continued well past the course. Mostly Python and Postgres, with enough React to be dangerous. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I am keen to work on something with real users and real consequences for once.",I would talk about the correct way to argue about tipping. I have given a version of this at a dinner table and it worked.,"CSCI 270, MATH 407, CSCI 170, CSCI 104; research assistantship ~8 hrs/week"
8/7/2026 22:14:27,diego.okonkwo@usc.edu,7755984361,Diego Okonkwo,Electrical Engineering,Mathematics,2029,she/her/hers,Female,Asian,https://drive.google.com/open?id=1yuOi3752HIcQZkE0-7yES5YuTqH0mzpH,,Developer,"I did not expect to care about unclaimed produce at the farmers market, and then I spent a summer close to it. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I trained two other volunteers so it would survive me graduating. The lesson was that I should have asked the people doing the work before designing anything.","The overnight shift at a campus radio station is the honest answer, even though it is not the impressive one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. People stayed after to clean up without anyone organising it. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Coach Diallo,

Thank you for teaching me that I should write the thing down before I believe I understand it. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Diego","I built a static analysis pass that flags database queries inside loops. Java and C++ from coursework, Python and Django for anything I choose myself. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about why my hometown has three names. It is the only thing I can talk about for ten minutes with no notes.,"WRIT 150, MATH 225; intramural volleyball ~3 hrs/week; another club board position ~5 hrs/week"
8/7/2026 22:47:38,hugo.halvorsen@usc.edu,1744800859,Hugo Halvorsen,Physics,Design,2027,she/her/hers,Male,Two or more races,https://drive.google.com/open?id=1FOP1Q8DoFyJJHFr55ICwUKBGyHs40Kx7,,Product Manager,"I got interested in transit deserts near campus through a job I took for the money and stayed in for other reasons. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I organised a workshop and eleven people came to the first one. I learned that a solution nobody adopts is worth less than no solution at all.","A church youth orchestra with no conductor is the honest answer, even though it is not the impressive one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. It was the first place where being confused out loud was normal. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Professor Lindgren,

Thank you for teaching me how to disagree with someone without making it about them. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Hugo","I built a screen reader plugin I shipped to roughly 60 users. Go for the service, Figma for the parts I should not have been trusted with. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am keen to work on something with real users and real consequences for once.",I would talk about what actually happens when you flush on an aeroplane. Everyone thinks they already know this and nearly everyone is wrong.,"ITP 259, CSCI 201, MATH 225, CSCI 170; club soccer ~6 hrs/week"
8/7/2026 23:12:20,anika.nasser@usc.edu,6738681796,Anika Nasser,Music Industry,,2028,he/him/his,Female,White,https://drive.google.com/open?id=1AMMbO14KdOEyKxuLOMlsroZxN0NctC61,,Designer,"I care about language access at the county courthouse, and I want to be precise about why rather than gesturing at it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I ran a pilot with one classroom before asking the district for anything. The first version was worse than the spreadsheet it replaced, which was humbling and useful in roughly equal measure. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","A 6am swim squad nobody else wanted to join taught me that belonging is built out of logistics more than sentiment. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. Nobody there cared what I was good at yet, only whether I showed up. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Coach Volkov,

Thank you for teaching me that I was allowed to start things without permission. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I have not told you any of this, so consider this the version I would say badly in person.

— Anika","I built an inventory app for my family's restaurant, written in Django one summer. TypeScript, a lot of SQL, and more shell scripting than I expected. The useful part was sitting with the people using it rather than asking them what they wanted in the abstract. I want to learn how to scope a project so it can ship in a semester.","I would talk about why every restaurant menu is designed badly on purpose. I have given a version of this at a dinner table and it worked. I would keep it to four minutes and take questions, because the questions are better than the talk.","CSCI 270, CSCI 104, MATH 225, CSCI 201, MATH 226; TA office hours ~6 hrs/week"
8/8/2026 0:28:54,milan.nasser@usc.edu,4045923354,Milan Nasser,Computer Science,,2029,she/her/hers,Male,Asian,https://drive.google.com/open?id=1q04c80JkxFpq0XRzu-ZOGPA_hgBHbHFB,,Product Manager,"I did not expect to care about the paperwork small nonprofits drown in, and then I spent a summer close to it. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I trained two other volunteers so it would survive me graduating. It taught me to make the first version much smaller than I wanted to.","The community I belonged to was the kitchen of my family's restaurant, and it took me a year to notice it had become one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. Nobody there cared what I was good at yet, only whether I showed up. What I would bring into CTC is that habit of making the entry cost low.","Dear Ms. Roy,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Milan","I built a model predicting missed clinic appointments, so patients could be called the day before. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am keen to work on something with real users and real consequences for once.",I would talk about the surprisingly bitter world of competitive crossword construction. It changed how I look at a city and I want to inflict that on other people.,"EE 109, BUAD 304, PSYC 314, CSCI 170; intramural volleyball ~3 hrs/week; tutoring ~4 hrs/week"
8/8/2026 4:26:43,nadia.roy@usc.edu,1888266853,Nadia Roy,Economics,Entrepreneurship,2028,,Female,Asian,https://drive.google.com/open?id=1gA3eoIWglr74aZ0EX1Jb85pBeWGsRl-0,,Developer,"The problem I keep coming back to is how few girls stayed in my school's robotics club, mostly because I watched it up close. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I built a spreadsheet, then an actual tool, that matches donations to need. What I learned was that the technical part was never the hard part.","I found it in the kitchen of my family's restaurant, which is not where I expected to find it. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. People stayed after to clean up without anyone organising it. What I would bring into CTC is that habit of making the entry cost low.","Dear Ms. Lindqvist,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Nadia","I built an internship on a payments team, mostly writing migrations and tests. Mostly Python and Postgres, with enough React to be dangerous. What surprised me was the maintenance cost; I had thought of shipping as the finish line. I want to learn how to scope a project so it can ship in a semester.","I would talk about competitive dog agility, which I promise is a real sport. I have given a version of this at a dinner table and it worked.","WRIT 150, CSCI 103; TA office hours ~6 hrs/week; club soccer ~6 hrs/week"
8/8/2026 12:26:56,devan.brandt@usc.edu,2713820319,Devan Brandt,Business Administration,Mathematics,2030,he/him/his,Male,Asian,https://drive.google.com/open?id=1QMyrzKUR4c331M-vIrMhHdHBOWoxBqx5,,Developer,"The paperwork small nonprofits drown in is small compared to what people usually write about here, which is exactly why nobody had fixed it. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I started a weekly pickup that routes leftovers to a shelter downtown. It taught me to make the first version much smaller than I wanted to.","The community I belonged to was the kitchen of my family's restaurant, and it took me a year to notice it had become one. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. People stayed after to clean up without anyone organising it. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Dr. Andersen,

Thank you for teaching me that I should write the thing down before I believe I understand it. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Devan","I built a screen reader plugin I shipped to roughly 60 users. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I would like to get properly good at databases rather than superstitious about them.",I would talk about why my hometown has three names. It is the only thing I can talk about for ten minutes with no notes.,"CSCI 103, CSCI 270, ITP 259; part-time job ~12 hrs/week"
8/8/2026 12:29:44,beatriz.roy@usc.edu,6856079045,Beatriz Roy,Computer Science,Philosophy,2029,she/her/hers,Male,Asian,https://drive.google.com/open?id=11XPxR2mgbMCirG03RK2rH-QWovoACVxa,,Developer,"I care about the paperwork small nonprofits drown in, and I want to be precise about why rather than gesturing at it. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I ran a pilot with one classroom before asking the district for anything. I was wrong about which part would be hard, and I was wrong in the direction of thinking the code mattered most. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","A 6am swim squad nobody else wanted to join taught me that belonging is built out of logistics more than sentiment. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. It was the first place where being confused out loud was normal. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Coach Serrano,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I hope you are still doing it for whoever came after me.

— Beatriz","I built a parser for a niche scientific file format, now with eight regular bug reporters. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I want to learn how to scope a project so it can ship in a semester.","I would talk about the correct way to argue about tipping. I want an excuse to finally make the slides. I would keep it to four minutes and take questions, because the questions are better than the talk.","WRIT 150, CSCI 356, CSCI 170; another club board position ~5 hrs/week"
